name	compactsave	version	level	ShowLevel	levelreq	reqstr	reqdex	rarity	spawnable	speed	nodurability	cost	gamble cost	code	alternategfx	namestr	auto prefix	normcode	ubercode	ultracode	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	Transmogrify	TMogType	TMogMin	TMogMax	useable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldescstr2	spelldesccalc	spelldesccolor	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	diablocloneweight
Set Token	0	0	0	0	0			1	1	0	1	1		w13	w13	tkn213		w13	w13	w13	16	1	1	0	0	0	flprun	invtok_wpn		0	xxx			0	tokn		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1																	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Set Token	0	0	0	0	0			1	1	0	1	1		w14	w14	tkn214		w14	w14	w14	16	1	1	0	0	0	flprun	invtok_tor		0	xxx			0	tokn		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1																	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Set Token	0	0	0	0	0			1	1	0	1	1		w15	w15	tkn215		w15	w15	w15	16	1	1	0	0	0	flprun	invtok_hlm		0	xxx			0	tokn		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1																	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Set Token	0	0	0	0	0			1	1	0	1	1		w16	w16	tkn216		w16	w16	w16	16	1	1	0	0	0	flprun	invtok_wpn		0	xxx			0	tokn		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1																	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Set Token	0	0	0	0	0			1	1	0	1	1		w17	w17	tkn217		w17	w17	w17	16	1	1	0	0	0	flprun	invtok_tor		0	xxx			0	tokn		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1																	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Set Token	0	0	0	0	0			1	1	0	1	1		w18	w18	tkn218		w18	w18	w18	16	1	1	0	0	0	flprun	invtok_hlm		0	xxx			0	tokn		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1																	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Set Token	0	0	0	0	0			1	1	0	1	1		w19	w19	tkn219		w19	w19	w19	16	1	1	0	0	0	flprun	invtok_sld		0	xxx			0	tokn		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1																	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Set Token	0	0	0	0	0			1	1	0	1	1		w20	w20	tkn220		w20	w20	w20	16	1	1	0	0	0	flprun	invtok_wpn		0	xxx			0	tokn		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1																	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Set Token	0	0	0	0	0			1	1	0	1	1		w21	w21	tkn221		w21	w21	w21	16	1	1	0	0	0	flprun	invtok_tor		0	xxx			0	tokn		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1																	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Set Token	0	0	0	0	0			1	1	0	1	1		w22	w22	tkn222		w22	w22	w22	16	1	1	0	0	0	flprun	invtok_hlm		0	xxx			0	tokn		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1																	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Decal Stocker	0	0	0	0	0			1	1	0	1	500		s51	s51	can4		s51	s51	s51	16	1	1	0	0	0	flprun	invrEl		0	xxx			0	can4		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	s51				0	0	0	non	0					255	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1			
Decal Stocker	0	0	0	0	0			1	1	0	1	500		s52	s52	can4		s52	s52	s52	16	1	1	0	0	0	flprun	invrEld		0	xxx			0	can4		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	s52				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Decal Stocker	0	0	0	0	0			1	1	0	1	500		s53	s53	can4		s53	s53	s53	16	1	1	0	0	0	flprun	invrTir		0	xxx			0	can4		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	s53				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Decal Stocker	0	0	0	0	0			1	1	0	1	500		s54	s54	can4		s54	s54	s54	16	1	1	0	0	0	flprun	invrNef		0	xxx			0	can4		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	s54				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Decal Stocker	0	0	0	0	0			1	1	0	1	500		s55	s55	can4		s55	s55	s55	16	1	1	0	0	0	flprun	invrEth		0	xxx			0	can4		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	s55				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Decal Stocker	0	0	0	0	0			1	1	0	1	500		s56	s56	can4		s56	s56	s56	16	1	1	0	0	0	flprun	invrIth		0	xxx			0	can4		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	s56				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Decal Stocker	0	0	0	0	0			1	1	0	1	500		s57	s57	can4		s57	s57	s57	16	1	1	0	0	0	flprun	invrTal		0	xxx			0	can4		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	s57				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Decal Stocker	0	0	0	0	0			1	1	0	1	500		s58	s58	can4		s58	s58	s58	16	1	1	0	0	0	flprun	invrRal		0	xxx			0	can4		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	s58				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Decal Stocker	0	0	0	0	0			1	1	0	1	500		s59	s59	can4		s59	s59	s59	16	1	1	0	0	0	flprun	invrOrt		0	xxx			0	can4		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	s59				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Decal Stocker	0	0	0	0	0			1	1	0	1	500		s60	s60	can4		s60	s60	s60	16	1	1	0	0	0	flprun	invrThul		0	xxx			0	can4		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	s60				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Decal Stocker	0	0	0	0	0			1	1	0	1	500		s61	s61	can4		s61	s61	s61	16	1	1	0	0	0	flprun	invrAmn		0	xxx			0	can4		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	s61				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Decal Stocker	0	0	0	0	0			1	1	0	1	500		s62	s62	can4		s62	s62	s62	16	1	1	0	0	0	flprun	invrSol		0	xxx			0	can4		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	s62				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Decal Stocker	0	0	0	0	0			1	1	0	1	500		s63	s63	can4		s63	s63	s63	16	1	1	0	0	0	flprun	invrShae		0	xxx			0	can4		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	s63				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Decal Stocker	0	0	0	0	0			1	1	0	1	500		s64	s64	can4		s64	s64	s64	16	1	1	0	0	0	flprun	invrDol		0	xxx			0	can4		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	s64				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Decal Stocker	0	0	0	0	0			1	1	0	1	500		s65	s65	can4		s65	s65	s65	16	1	1	0	0	0	flprun	invrHel		0	xxx			0	can4		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	s65				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Decal Stocker	0	0	0	0	0			1	1	0	1	500		s66	s66	can4		s66	s66	s66	16	1	1	0	0	0	flprun	invrIo		0	xxx			0	can4		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	s66				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Decal Stocker	0	0	0	0	0			1	1	0	1	500		s67	s67	can4		s67	s67	s67	16	1	1	0	0	0	flprun	invrLum		0	xxx			0	can4		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	s67				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Decal Stocker	0	0	0	0	0			1	1	0	1	500		s68	s68	can4		s68	s68	s68	16	1	1	0	0	0	flprun	invrKo		0	xxx			0	can4		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	s68				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Decal Stocker	0	0	0	0	0			1	1	0	1	500		s69	s69	can4		s69	s69	s69	16	1	1	0	0	0	flprun	invrFal		0	xxx			0	can4		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	s69				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Decal Stocker	0	0	0	0	0			1	1	0	1	500		s70	s70	can4		s70	s70	s70	16	1	1	0	0	0	flprun	invrLem		0	xxx			0	can4		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	s70				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Decal Stocker	0	0	0	0	0			1	1	0	1	500		s71	s71	can4		s71	s71	s71	16	1	1	0	0	0	flprun	invrPul		0	xxx			0	can4		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	s71				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Decal Stocker	0	0	0	0	0			1	1	0	1	500		s72	s72	can4		s72	s72	s72	16	1	1	0	0	0	flprun	invrUm		0	xxx			0	can4		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	s72				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Decal Stocker	0	0	0	0	0			1	1	0	1	500		s73	s73	can4		s73	s73	s73	16	1	1	0	0	0	flprun	invrMal		0	xxx			0	can4		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	s73				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Decal Stocker	0	0	0	0	0			1	1	0	1	500		s74	s74	can4		s74	s74	s74	16	1	1	0	0	0	flprun	invrIst		0	xxx			0	can4		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	s74				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Decal Stocker	0	0	0	0	0			1	1	0	1	500		s75	s75	can4		s75	s75	s75	16	1	1	0	0	0	flprun	invrGul		0	xxx			0	can4		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	s75				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Decal Stocker	0	0	0	0	0			1	1	0	1	500		s76	s76	can4		s76	s76	s76	16	1	1	0	0	0	flprun	invrVex		0	xxx			0	can4		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	s76				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Decal Stocker	0	0	0	0	0			1	1	0	1	500		s77	s77	can4		s77	s77	s77	16	1	1	0	0	0	flprun	invrOhm		0	xxx			0	can4		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	s77				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Decal Stocker	0	0	0	0	0			1	1	0	1	500		s78	s78	can4		s78	s78	s78	16	1	1	0	0	0	flprun	invrLo		0	xxx			0	can4		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	s78				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Decal Stocker	0	0	0	0	0			1	1	0	1	500		s79	s79	can4		s79	s79	s79	16	1	1	0	0	0	flprun	invrSur		0	xxx			0	can4		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	s79				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Decal Stocker	0	0	0	0	0			1	1	0	1	500		s80	s80	can4		s80	s80	s80	16	1	1	0	0	0	flprun	invrBer		0	xxx			0	can4		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	s80				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Decal Stocker	0	0	0	0	0			1	1	0	1	500		s81	s81	can4		s81	s81	s81	16	1	1	0	0	0	flprun	invrJo		0	xxx			0	can4		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	s81				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Decal Stocker	0	0	0	0	0			1	1	0	1	500		s82	s82	can4		s82	s82	s82	16	1	1	0	0	0	flprun	invrCham		0	xxx			0	can4		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	s82				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Decal Stocker	0	0	0	0	0			1	1	0	1	500		s83	s83	can4		s83	s83	s83	16	1	1	0	0	0	flprun	invrZod		0	xxx			0	can4		item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	0	0			0	-1												1	s83				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Secret Tome 1	0	0	0	0	0			1	0	0	1	500		w31	w31	can5		w31	w31	w31	16	1	1	0	0	0	flphscr	invsstome		0	xxx			0	can5		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1												1	w31				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1			
Secret Tome 1	0	0	0	0	0			1	0	0	1	500		w32	w32	can5		w32	w32	w32	16	1	1	0	0	0	flphscr	invsstome		0	xxx			0	can5		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1												1	w32				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Secret Tome 1	0	0	0	0	0			1	0	0	1	500		w33	w33	can5		w33	w33	w33	16	1	1	0	0	0	flphscr	invsstome		0	xxx			0	can5		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1												1	w33				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Secret Tome 1	0	0	0	0	0			1	0	0	1	500		w34	w34	can5		w34	w34	w34	16	1	1	0	0	0	flphscr	invsstome		0	xxx			0	can5		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1												1	w34				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Secret Tome 1	0	0	0	0	0			1	0	0	1	500		w35	w35	can5		w35	w35	w35	16	1	1	0	0	0	flphscr	invsstome		0	xxx			0	can5		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1												1	w35				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Secret Tome 1	0	0	0	0	0			1	0	0	1	500		w36	w36	can5		w36	w36	w36	16	1	1	0	0	0	flphscr	invsstome		0	xxx			0	can5		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1												1	w36				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Secret Tome 1	0	0	0	0	0			1	0	0	1	500		w37	w37	can5		w37	w37	w37	16	1	1	0	0	0	flphscr	invsstome		0	xxx			0	can5		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1												1	w37				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Secret Tome 1	0	0	0	0	0			1	0	0	1	500		w38	w38	can5		w38	w38	w38	16	1	1	0	0	0	flphscr	invsstome		0	xxx			0	can5		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1												1	w38				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Secret Tome 1	0	0	0	0	0			1	0	0	1	500		w39	w39	can5		w39	w39	w39	16	1	1	0	0	0	flphscr	invsstome		0	xxx			0	can5		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1												1	w39				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Secret Tome 1	0	0	0	0	0			1	0	0	1	500		w40	w40	can5		w40	w40	w40	16	1	1	0	0	0	flphscr	invsstome		0	xxx			0	can5		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1												1	w40				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Secret Tome 1	0	0	0	0	0			1	0	0	1	500		w41	w41	can5		w41	w41	w41	16	1	1	0	0	0	flphscr	invsstome		0	xxx			0	can5		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1												1	w41				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Secret Tome 1	0	0	0	0	0			1	0	0	1	500		w42	w42	can5		w42	w42	w42	16	1	1	0	0	0	flphscr	invsstome		0	xxx			0	can5		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1												1	w42				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Secret Tome 1	0	0	0	0	0			1	0	0	1	500		w43	w43	can5		w43	w43	w43	16	1	1	0	0	0	flphscr	invsstome		0	xxx			0	can5		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1												1	w43				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Secret Tome 1	0	0	0	0	0			1	0	0	1	500		w44	w44	can5		w44	w44	w44	16	1	1	0	0	0	flphscr	invsstome		0	xxx			0	can5		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1												1	w44				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Secret Tome 1	0	0	0	0	0			1	0	0	1	500		w45	w45	can5		w45	w45	w45	16	1	1	0	0	0	flphscr	invsstome		0	xxx			0	can5		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1												1	w45				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Secret Tome 1	0	0	0	0	0			1	0	0	1	500		w46	w46	can5		w46	w46	w46	16	1	1	0	0	0	flphscr	invsstome		0	xxx			0	can5		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1												1	w46				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Secret Tome 1	0	0	0	0	0			1	0	0	1	500		w47	w47	can5		w47	w47	w47	16	1	1	0	0	0	flphscr	invsstome		0	xxx			0	can5		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1												1	w47				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Secret Tome 1	0	0	0	0	0			1	0	0	1	500		w48	w48	can5		w48	w48	w48	16	1	1	0	0	0	flphscr	invsstome		0	xxx			0	can5		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1												1	w48				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Secret Tome 1	0	0	0	0	0			1	0	0	1	500		w49	w49	can5		w49	w49	w49	16	1	1	0	0	0	flphscr	invsstome		0	xxx			0	can5		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1												1	w49				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Secret Tome 1	0	0	0	0	0			1	0	0	1	500		w50	w50	can5		w50	w50	w50	16	1	1	0	0	0	flphscr	invsstome		0	xxx			0	can5		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1												1	w50				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Secret Tome 1	0	0	0	0	0			1	0	0	1	500		w51	w51	can5		w51	w51	w51	16	1	1	0	0	0	flphscr	invsstome		0	xxx			0	can5		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1												1	w51				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Secret Tome 1	0	0	0	0	0			1	0	0	1	500		w52	w52	can5		w52	w52	w52	16	1	1	0	0	0	flphscr	invsstome		0	xxx			0	can5		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1												1	w52				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Secret Tome 1	0	0	0	0	0			1	0	0	1	500		w53	w53	can5		w53	w53	w53	16	1	1	0	0	0	flphscr	invsstome		0	xxx			0	can5		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1												1	w53				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Secret Tome 1	0	0	0	0	0			1	0	0	1	500		w54	w54	can5		w54	w54	w54	16	1	1	0	0	0	flphscr	invsstome		0	xxx			0	can5		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1												1	w54				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Secret Tome 1	0	0	0	0	0			1	0	0	1	500		w55	w55	can5		w55	w55	w55	16	1	1	0	0	0	flphscr	invsstome		0	xxx			0	can5		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1												1	w55				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
Secret Tome 2	0	0	0	0	0			1	0	0	1	500		w56	w56	can6		w56	w56	w56	16	1	1	0	0	0	flphscr	invsstome		0	xxx			0	can6		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1												1	w56				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx			1			
Secret Tome 2	0	0	0	0	0			1	0	0	1	500		w57	w57	can6		w57	w57	w57	16	1	1	0	0	0	flphscr	invsstome		0	xxx			0	can6		item_book	12	item_book	0	0	5	0	0	0	0	0	0	0			0	-1												1	w57				0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	0	0	0	xxx	xxx						
