skilldesc	SkillPage	SkillRow	SkillColumn	ListRow	IconCel	HireableIconCel	str name	str short	str long	str alt	descdam	ddam calc1	ddam calc2	p1dmelem	p1dmmin	p1dmmax	p2dmelem	p2dmmin	p2dmmax	p3dmelem	p3dmmin	p3dmmax	descatt	descmissile1	descmissile2	descmissile3	descline1	desctexta1	desctextb1	desccalca1	desccalcb1	descline2	desctexta2	desctextb2	desccalca2	desccalcb2	descline3	desctexta3	desctextb3	desccalca3	desccalcb3	descline4	desctexta4	desctextb4	desccalca4	desccalcb4	descline5	desctexta5	desctextb5	desccalca5	desccalcb5	descline6	desctexta6	desctextb6	desccalca6	desccalcb6	dsc2line1	dsc2texta1	dsc2textb1	dsc2calca1	dsc2calcb1	dsc2line2	dsc2texta2	dsc2textb2	dsc2calca2	dsc2calcb2	dsc2line3	dsc2texta3	dsc2textb3	dsc2calca3	dsc2calcb3	dsc2line4	dsc2texta4	dsc2textb4	dsc2calca4	dsc2calcb4	dsc2line5	dsc2texta5	dsc2textb5	dsc2calca5	dsc2calcb5	dsc3line1	dsc3texta1	dsc3textb1	dsc3calca1	dsc3calcb1	dsc3line2	dsc3texta2	dsc3textb2	dsc3calca2	dsc3calcb2	dsc3line3	dsc3texta3	dsc3textb3	dsc3calca3	dsc3calcb3	dsc3line4	dsc3texta4	dsc3textb4	dsc3calca4	dsc3calcb4	dsc3line5	dsc3texta5	dsc3textb5	dsc3calca5	dsc3calcb5	dsc3line6	dsc3texta6	dsc3textb6	dsc3calca6	dsc3calcb6	dsc3line7	dsc3texta7	dsc3textb7	dsc3calca7	dsc3calcb7	item proc text	item proc descline count	*eol
charged bolt sentry	1	2	3	1	8		lavasentry1	lavasentry2	lavasentry3	lavasentry1	5																36	StrSkill3		usmc	256	75	StrSkill5		enma	exma	74	StrSkill72		"min(ln12,30)"																	74	ESkillShoots		clc4		5	StrSkill216		pets		18	StrSkill293														40	Sksyn	lavasentry1	2		76	Firedplev	Skillname257	par8		76	Firedplev	Skillname272	par8		76	Firedplev	steamsentry1	par8		76	Firedplev	coldblast1	par7		76	Firedplev	Skillname395	par7		76	Firedplev	Skillname396	par7				0
wake of fire sentry	2	2	3	2	72		cmastery1	cmastery2	cmastery2	cmastery1	5																74	StrSkill289		pst1																											4	StrSkill290		pst2		18	StrSkill288																																																								0
weapon block	2	1	3	2	26		Skillname264	Skillld264	Skillld264	Skillan264																	74	StrSkill24		dm12																																																																																									0
cloak of shadows	2	1	2	2	24		Skillname265	Skillld265	Skillld265	Skillan265																	36	StrSkillDurationSingular	StrSkill20	len	25	74	StrSkill21		ast1																						36	StrSkill3		usmc	256	74	StrSkill151		ast2		36	StrSkill18		rng												40	Sksyn	Skillname265	2		63	Skillname254	PhysResplev	-2		63	Skillname274	PhysResplev	-2																								0
cobra strike	3	4	2	3	70		dblade1	dblade2	dblade3	dblade1	7	clc2											2				74	StrSkill22		toht		74	StrSkillDamagePercent		clc2																						36	StrSkill3		usmc	256	36	StrSkill11		clc1																	40	Sksyn	dblade1	2		76	Damplev	Skillname278	par8		76	Damplev	Skillname258	par8																								0
blade fury	1	5	1	1	10		pstream1	pstream2	pstream3	pstream1	5																36	EskillPerBlade		usmc	256	36	StrSkillPoisonLengthSingular	StrSkill63	edln	25	75	StrSkill8		enms*edln/256	exms*edln/256																74	StrSkill115		par3		74	WeapDamsk		96*100/128																	40	Sksyn	pstream1	2		76	Poisdplev	Skillname278	par8		76	Poisdplev	Skillname258	par8		76	Poisdplev	coldblast1	par8		76	Poisdplev	Skillname257	par8		76	Poisdplev	Skillname279	par8									0
fade	2	4	1	2	30		Skillname268	Skillld268	Skillld268	Skillan268																	36	StrSkillDurationSingular	StrSkill20	len	25	74	StrSkill54		dm12		74	ModStr2uPercent		ln78		74	StrSkill85		dm34												36	StrSkill3		usmc	256																					40	Sksyn	Skillname268	2		76	Secplev2	Skillname259	par6/25		76	Secplev2	Skillname279	par6/25		76	Secplev2	Skillname392	par6/25																			0
shadow warrior	2	3	3	2	38		Skillname269	Skillld269	Skillld269	Skillan269																	36	StrSkill3		usmc	256	74	StrSkill54		pst1		74	StrSkill22		ast1		74	StrSkillDamagePercent		ast3		74	StrSkill21		ast2		13	StrSkill42		(lvl-1)*par1		5	StrSkill156		"min(ln56-par6,99)"		18	StrSkill157				5	ESkillShadow		pets												40	Sksyn	Skillname269	2		76	Defplev	Skillname280	par3		76	AttRateplev	Skillname280	par2		67	Skillname280	StrDexplev	par4		63	cmastery1	CBplev	1		63	cmastery1	StrSkill249	2		71	cmastery1	Warrplev	15				0
claws of thunder	3	4	3	3	58		Skillname270	Skillld270	Skillld270	Skillan270	20			ltng	enma	exma	ltng	enma+m2en	exma+m2ex	ltng	enma+m2en+m3en	exma+m2ex+m3ex	2		clawsofthundernova	clawsofthunderbolt	75	Eskillthunder3		m3en	m3ex	75	Eskillthunder2		m2en	m2ex	75	Eskillthunder1		enma	exma	74	StrSkill22		toht												36	StrSkillDurationSingular	StrSkill20	len	25																					40	Sksyn	Skillname270	2		76	Ltngdplev	Skillname260	par8		76	Ltngdplev	Skillname275	par8		76	Ltngdplev	Skillname281	par8		76	Ltngdplev	Skillname261	par8		76	Ltngdplev	Skillname256	par8		76	Ltngdplev	Skillname276	par8				0
dragon tail	3	4	1	3	48		Skillname271	Skillld271	Skillld271	Skillan271	16												5				36	StrSkill3		usmc	256	74	StrSkillFireDamagePercent		ln12		74	StrSkill22		toht																	36	StrSkillRadiusSingular	StrSkill18	par3*2	3																							Skillname271																																			0
lightning sentry	1	4	3	1	12		Skillname272	Skillld272	Skillld272	Skillan272	5																36	StrSkill3		usmc	256	75	StrSkill7		enma	exma																					74	ESkillShoots		par1		5	StrSkill216		pets		18	StrSkill293														40	Sksyn	Skillname272	2		76	Ltngdplev	Skillname257	par8		76	Ltngdplev	lavasentry1	par8		76	Ltngdplev	steamsentry1	par8		76	Ltngdplev	coldblast1	par7		76	Ltngdplev	Skillname395	par7		76	Ltngdplev	Skillname396	par7				0
inferno sentry	1	5	3	1	14		steamsentry1	steamsentry2	steamsentry3	steamsentry1	5																36	StrSkill3		usmc	256	75	StrSkill39		enma	exma																					74	ESkillShoots		par1		5	StrSkill216		pets		18	StrSkill293														40	Sksyn	steamsentry1	2		76	Firedplev	Skillname257	par8		76	Firedplev	lavasentry1	par8		76	Firedplev	Skillname272	par8		76	Firedplev	coldblast1	par7		76	Firedplev	Skillname395	par7		76	Firedplev	Skillname396	par7				0
mind blast	2	6	2	2	34		Skillname274	Skillld274	Skillld274	Skillan274	5																74	StrSkill99		dm56		36	StrSkillStunLengthSingular	StrSkill48	ln12	25	75	StrSkill4		pnma	pxma																36	StrSkill3		usmc	256	19	StrSkill56		rng																	40	Sksyn	Skillname274	2		76	Damplev	Skillname265	par8		76	Damplev	Skillname254	par8		71	Skillname265	Rangpxlev	10		71	Skillname254	Rangpxlev	10														0
blades of ice	3	5	3	3	52		Skillname275	Skillld275	Skillld275	Skillan275	20			cold	enma	exma	cold	enma	exma	cold	enma	exma	2				36	StrSkill3		usmc	256	36	Eskillbladesofice3		edln	25	36	Eskillbladesofice2		par1*2	3	75	Eskillbladesofice1		enma	exma	74	StrSkill22		toht							36	StrSkillDurationSingular	StrSkill20	len	25																					40	Sksyn	Skillname275	2		76	Colddplev	Skillname260	par8		76	Colddplev	Skillname270	par8		76	Colddplev	Skillname281	par8		76	Colddplev	Skillname261	par8		76	Colddplev	Skillname256	par8		76	Colddplev	Skillname276	par8				0
dragon flight	3	5	1	3	54		Skillname276	Skillld276	Skillld276	Skillan276	15												5				74	Eskillkickdamage		ln12		74	StrSkill22		toht																						36	StrSkill3		usmc	256																							Skillname276																																			0
death sentry	1	6	3	1	16		Skillname277	Skillld277	Skillld277	Skillan277	5																36	StrSkill3		usmc	256	36	StrSkillRadiusSingular	StrSkill18	skill('mon death sentry'.par3) + skill('mon death sentry'.par4) * (lvl - 1)	3	75	StrSkill7		enma	exma																75	Corexpdam		skill('mon death sentry'.par1)	skill('mon death sentry'.par2)	74	ESkillShoots		par1		5	StrSkill216		pets		18	StrSkill293									40	Sksyn	Skillname277	2		76	Ltngdplev	Skillname257	par8		76	Ltngdplev	lavasentry1	par8		76	Ltngdplev	Skillname272	par8		76	Ltngdplev	steamsentry1	par8														0
blade shield	1	2	1	1	18		Skillname278	Skillld278	Skillld278	Skillan278	5																36	StrSkill3		usmc	256	36	StrSkillDurationSingular	StrSkill20	len	25	75	StrSkill4		pnma	pxma	75	StrSkill7		pnma	pxma											74	WeapDamsk		32*100/128																						40	Sksyn	Skillname278	2		76	Secplev2	Skillname258	par2/25		63	Skillname258	Alldplev	par8		63	pstream1	Alldplev	par8		63	coldblast1	Alldplev	par8		63	Skillname257	Alldplev	par8									0
venom	2	5	1	2	28		Skillname279	Skillld279	Skillld279	Skillan279																	36	StrSkillDurationSingular	StrSkill20	len	25	36	StrSkillPoisonLengthSingular	StrSkill63	edln	25	75	StrSkill8		enms*edln/256	exms*edln/256																36	StrSkill3		usmc	256																					40	Sksyn	Skillname279	2		76	Secplev2	Skillname259	par2/25		76	Secplev2	Skillname268	par2/25		76	Secplev2	Skillname392	par2/25		76	Poisdplev	Skillname265	par8		76	Poisdplev	pstream1	par8									0
shadow master	2	5	3	2	32		Skillname280	Skillld280	Skillld280	Skillan280																	36	StrSkill3		usmc	256	74	StrSkill54		pst1		74	StrSkill22		ast1		74	StrSkillDamagePercent		ast3		74	StrSkill21		ast2		13	StrSkill42		(lvl-1)*par1		5	StrSkill156		"min(ln56-par6,99)"		18	StrSkill157				5	ESkillShadow		pets												40	Sksyn	Skillname280	2		76	Defplev	Skillname269	par3		76	AttRateplev	Skillname269	par2		67	Skillname269	StrDexplev	par4		63	cmastery1	CBplev	1		63	cmastery1	StrSkill249	2		71	cmastery1	Warrplev	25				0
royal strike	3	6	3	3	56		Skillname281	Skillld281	Skillld281	Skillan281	18			fire	m1en	m1ex	ltng	m2en	m2ex	cold	m3en	m3ex	2	royalstrikemeteor	royalstrikechainlightning	royalstrikechaosice	75	Eskillphoenix3		m3en	m3ex	75	Eskillphoenix2		m2en	m2ex	75	StrSkillFireDamageAveragePerSecond		miss('royalstrikemeteorfire'.edns)*3*25*(mael+100)/100/256	miss('royalstrikemeteorfire'.edxs)*3*25*(mael+100)/100/256	75	Eskillphoenix1		m1en	m1ex	74	StrSkill22		toht							36	StrSkill3		usmc	256	36	StrSkillDurationSingular	StrSkill20	len	25																40	Sksyn	Skillname281	2		63	Skillname260	Alldplev	par8		63	Skillname270	Alldplev	par8		63	Skillname275	Alldplev	par8		63	Skillname261	Alldplev	par8		63	Skillname276	Alldplev	par8									0
delerium change	0	0	0	0	2		Runeword22	Runeword22	Runeword22	Runeword22																																																																																																													0
interact	0	0	0	0	2		SkillNameInteract	SkillDescInteract	SkillDescInteract	SkillNameInteract																																																																																																													0
loot	0	0	0	0	2		SkillNameLoot	SkillDescLoot	SkillDescLoot	SkillNameLoot																																																																																																													0
townportal	0	0	0	0	18		skillname219	skillld219	skillld219	skillan219																																																																																																													0
emotewheel	0	0	0	0	2		SkillNameEmoteWheel	SkillDescEmoteWheel	SkillDescEmoteWheel	SkillNameEmoteWheel																																																																																																													0
swapweapons	0	0	0	0	2		SkillNameSwapWeapons	SkillDescSwapWeapons	SkillDescSwapWeapons	SkillNameSwapWeapons																																																																																																													0
map	0	0	0	0	2		SkillNameMap	SkillDescMap	SkillDescMap	SkillNameMap																																																																																																													0
showitems	0	0	0	0	2		SkillNameShowItems	SkillDescShowItems	SkillDescShowItems	SkillNameShowItems																																																																																																													0
runtoggle	0	0	0	0	2		SkillNameRunToggle	SkillDescRunToggle	SkillDescRunToggle	SkillNameRunToggle																																																																																																													0
cubeloot	0	0	0	0	2		SkillNameCubeLoot	SkillDescCubeLoot	SkillDescCubeLoot	SkillNameCubeLoot																																																																																																													0
mark of the bear	0	0	0	0	2		SkillnameMetamorphosisBear	SkillnameMetamorphosisBear	SkillnameMetamorphosisBear	SkillnameMetamorphosisBear																	74	ModStr2uPercent		par2		74	ModStr6l		par1		12	StrSkill0		len																																																																													SkillItemMetamorphosisBear	3	0
mark of the wolf	0	0	0	0	2		SkillnameMetamorphosisWolf	SkillnameMetamorphosisWolf	SkillnameMetamorphosisWolf	SkillnameMetamorphosisWolf																	74	ModStr2g		par2		74	ModStr4c		par1		12	StrSkill0		len																																																																													SkillItemMetamorphosisWolf	3	0
eagleeye	2	5	2	2	60		Skillname362	Skillsd362	Skillld362	Skillan362																	36	StrSkill3		usmc	256	36	StrSkillDurationSingular	StrSkill20	len	25	74	StrSkill106		"-max(50,80-lvl/2)"		74	StrSkill154		ast3		74	StrSkillDamagePercent		ast2																																40	Sksyn	Skillname362	2		76	Secplev2	skillname8	par6/25		76	Secplev2	skillname17	par6/25																								0
legendary arrow	1	5	1	1	64	61	Skillname363	Skillsd363	Skillld363	Skillan363	7	clc1															36	StrSkill3		"max(usmc, 1)"	256	74	StrSkillDamagePercent		clc1																											74	WeapDamsk		64*100/128																	40	Sksyn	Skillname363	2		76	Damplev	skillname6	par8		76	Damplev	skillname12	par8		76	Damplev	skillname22	par8		76	Damplev	skillname26	par8														0
dance of death	3	5	1	3	62		Skillname364	Skillsd364	Skillld364	Skillan364	1	clc1											1				36	StrSkill3		usmc	256	36	StrSkillStunLengthSingular	StrSkill48	"min(250,edln)"	25	74	StrSkillDamagePercent		clc1		8																																								40	Sksyn	Skillname364	2		76	Damplev	skillname10	par8		76	Damplev	skillname14	par8		76	Damplev	viperbite1	par8		76	Damplev	skillname34	par8		76	Damplev	skillname24	par8									0
sfire wall	2	4	2	2	66		Skillname365	Skillsd365	Skillld365	Skillan365	9													sfirewallmaker			36	StrSkill3		usmc	256	36	StrSkillRangeSingular	StrSkill56	m1rn*2	3	75	StrSkillFireDamageAveragePerSecond		enms*25*3/256	exms*25*3/256																36	StrSkillFireDurationSingular	StrSkill82	miss('firewall'.rang)	25																					40	Sksyn	Skillname365	2		76	Firedplev	skillname27	par8		76	Firedplev	skillname16	par8		76	Firedplev	skillname14	par8		76	Firedplev	skillname15	par8		76	Firedplev	Skillname366	par8		76	Firedplev	skillname28	par8				0
sfrost nova	2	1	2	2	68		Skillname366	Skillsd366	Skillld366	Skillan366	5																36	StrSkill3		usmc	256	36	StrSkillColdLengthSingular	StrSkill13	edln	25	75	StrSkill6		enma	exma																																									40	Sksyn	Skillname366	2		76	Colddplev	skillname11	par8		76	Colddplev	skillname31	par8		76	Colddplev	frostjavelin1	par8		76	Colddplev	Skillname365	par8		76	Colddplev	skillname28	par8									0
timestop	2	5	2	2	60	51	Skillname367	Skillsd367	Skillld367	Skillan367																	36	StrSkill3		usmc	256	36	StrSkill62	StrSkill29	ln34	25																					36	StrSkillRadiusSingular	StrSkill18	ln12*2	3																																																										0
fanatic swing	1	3	2	1	62		Skillname368	Skillsd368	Skillld368	Skillan368	7	clc2											2				74	StrSkill22		toht		75	StrSkill5		enma	exma	74	StrSkill11		clc1																	36	StrSkill3		usmc	256																					40	Sksyn	Skillname368	2		76	Damplev	skillname37	par8		76	Damplev	Skillname371	par8		76	Firedplev	skillname52	par8		76	Firedplev	meteorshower1	par8														0
aerial shield	3	2	3	3	64		Skillname369	Skillsd369	Skillld369	Skillan369																	31	StrSkillDurationSingular	StrSkill20	len	25	2	StrSkill159	StrSkill23	ast4		3	StrSkillRD	StrSkill23	ast5		2	StrSkill162	StrSkill23	ast3		2	StrSkill161	StrSkill23	ast2		4	StrSkill160		ast1		18	StrSkill282				36	StrSkill3		usmc	256																40	Sksyn	Skillname369	2		76	Secplev2	shockarmor1	par6/25		76	Secplev2	shiverarmor1	par6/25		76	Secplev2	firearmor1	par6/25																			0
seruption	1	2	1	1	66	44	Skillname370	Skillsd370	Skillld370	Skillan370	5													serruption center			75	StrSkill5		enma	exma																										36	StrSkill3		usmc	256	23	StrSkill20																			40	Sksyn	Skillname370	2		76	Firedplev	skillname46	par8		76	Firedplev	flamewave1	par8		76	Firedplev	immolation1	par8																			0
stwister	3	2	1	3	68	50	Skillname371	Skillsd371	Skillld371	Skillan371	5																75	StrSkill4		pnma	pxma																										36	StrSkill3		usmc	256	36	StrSkillStunLengthSingular	StrSkill48	par2	25																40	Sksyn	Skillname371	2		76	Damplev	skillsname61	par8		76	Damplev	skillname65	par8		76	Damplev	skillname63	par8																			0
poisonmastery	1	6	3	1	60		Skillname372	Skillsd372	Skillld372	Skillan372																	36	StrSkillDurationSingular	StrSkill20	len	25	36	StrSkillRadiusSingular	StrSkill18	ln12*2	3	3	StrSkill191	StrSkill23	ast1																	36	StrSkill3		usmc	256																					40	Sksyn	Skillname372	2		76	Secplev2	skillname72	par8/25		76	Secplev2	skillname71	par8/25		76	Secplev2	skillname87	par8/25		63	skillname89	Respmplev	-par7														0
killer scythe	2	1	3	2	62		Skillname373	Skillsd373	Skillld373	Skillan373	7	clc2											2				74	StrSkillDamagePercent		clc2		74	StrSkill22		toht		74	StrSkill11		"min((par5 + lvl -1), par6)"																	36	StrSkill3		usmc	256	18	StrSkill270				36	StrSkill3		usmc	256											40	Sksyn	Skillname373	2		76	Damplev	skillname73	par8		76	Damplev	skillname68	par8		76	Damplev	skillname78	par8		76	Damplev	skillname88	par8		76	Damplev	bonewave1	par8									0
hells gate	2	6	1	2	64		Skillname374	Skillsd374	Skillld374	Skillan374	5																36	StrSkill3		usmc	256	75	StrSkill39		enma	exma																																														40	Sksyn	Skillname374	2		76	Magdplev	frozenspear1	par8		76	Magdplev	skillname93	par8		76	Magdplev	bonewave1	par8		76	Magdplev	skillname92	par8														0
shydra	3	6	2	3	66		Skillname375	Skillsd375	Skillld375	Skillan375	5																36	StrSkill3		usmc	256	75	StrSkill113		enma	exma																					36	StrSkillDurationSingular	StrSkill20	ln12	25																					40	Sksyn	Skillname375	2		76	Firedplev	skillname94	par8		76	Firedplev	skillname80	par8																								0
sblade fury	1	4	3	1	68		Skillname376	Skillsd376	Skillld376	Skillan376	24																36	EskillPerBlade		usmc	256	75	StrSkill4		pnma	pxma																					74	WeapDamskb		5	8																																																										0
auraofdivinity	3	5	3	3	60		Skillname377	Skillsd377	Skillld377	Skillan377																	74	Moditem2ExpG		ast2		36	StrSkillRadiusSingular	StrSkill18	ln12*2	3																					4	StrSkill121		ast1		18	StrSkill214																																																								0
arrow of confession	1	1	2	1	62		Skillname378	Skillsd378	Skillld378	Skillan378	6												1				5	StrSkill166		ast2/2		2	StrSkill10	StrSkill23	toht		75	StrSkill39		enma	exma																18	StrSkill271				36	StrSkill3		usmc	256	18	ModitemSMRIP				7	StrSkill205x		clc1							40	Sksyn	Skillname378	2		76	Magdplev	Skillname379	par8*2		76	Magdplev	skillname101	par8		76	Magdplev	skillname112	par8		76	Magdplev	skillname121	par8		76	Magdplev	Skillname380	par8									0
sacred piercer	1	6	3	1	64		Skillname379	Skillsd379	Skillld379	Skillan379	6												1				36	StrSkill3		usmc	256	2	StrSkill10	StrSkill23	ast3		74	StrSkill169		ast2		74	StrSkill168		ast1		74	StrSkill167		"min(100,(skill('Sacred Piercer'.blvl)+skill('Arrow of Confession'.blvl))*par2)"							18	StrSkill271				74	WeapDamsk		64*100/128																	40	Sksyn	Skillname379	2		63	Skillname378	StrSkill249	par7		63	Skillname378	DamDUplev	par8*2		63	skillname101	DamDUplev	par8		63	skillname112	DamDUplev	par8		63	skillname121	DamDUplev	par8		63	Skillname380	DamDUplev	par8				0
sgrim ward	3	4	3	3	66		Skillname380	Skillsd380	Skillld380	Skillan380																	74	Cgslow		dm78		36	StrSkillRadiusSingular	StrSkill18	ln12*2	3																					36	StrSkill3		usmc	256	36	StrSkillDurationSingular	StrSkill20	clc1	25	74	StrSkillEnemyDamageTaken		par3 + (skill('Find Potion'.blvl) * par4)																																																	0
ssummon grizzly	2	5	2	2	68		Skillname381	Skillsd381	Skillld381	Skillan381																	36	StrSkill3		usmc	256	74	StrSkill54		ast1		5	StrSkill208		clc4		75	StrSkill4		pnma*(100+ln12)/100	pxma*(100+ln12)/100	74	StrSkillDefense		clc3		13	StrSkill42		clc1		5	ESkillADefender		pets																						40	Sksyn	Skillname381	2		25	Skillname380	Bearplev																														0
elementalmastery	3	6	1	3	62	57	ancientscall1	ancientscall2	ancientscall3	ancientscall1																	36	StrSkillDurationSingular	StrSkill20	len	25	74	StrSkill198b		ast5		74	StrSkill54		ast1																	36	StrSkill3		usmc	256																					40	Sksyn	ancientscall1	2		76	Secplev2	skillname137	par8/25		76	Secplev2	skillname130	par8/25		76	Secplev2	skillname153	par8/25																			0
phantom hatchets	1	3	2	1	66		Skillname383	phatchets2	Skillld383	Skillan383	7	(skill('Double Throw'.blvl)+skill('Grim Ward'.blvl))*par4											1				36	StrSkill3		usmc	256	7	StrSkill231		clc3		7	StrSkill205		clc1		9					74	StrSkillDamagePercent		skill('Double Throw'.blvl) * par4							18	StrSkill230				74	WeapDamsk		96*100/128																	40	Sksyn	Skillname383	2		76	Damplev	skillname140	par4		76	Damplev	magicthrow1	par4																								0
berserk fury	1	6	2	1	68		Skillname384	Skillsd384	Skillld384	Skillan384	22																36	StrSkill3		usmc	256	75	StrSkill39		enma	exma	74	StrSkill72		clc1																																										40	Sksyn	Skillname384	2		76	Magdplev	magicthrow1	par8		76	Magdplev	skillname140	par8		76	Magdplev	Skillname383	par8		76	Magdplev	skillname152	par8														0
snova	2	4	3	2	70		Skillname385	Skillsd385	Skillld385	Skillan385	5																36	StrSkill3		usmc	256	75	StrSkill39		enma	exma																																														40	Sksyn	Skillname385	2		76	Ltngdplev	ccmastery1	par8		76	Ltngdplev	tstrike1	par8		76	Ltngdplev	twave1	par8		76	Ltngdplev	plasmarain1	par8		76	Ltngdplev	Skillname386	par8		76	Ltngdplev	skillname154	par8				0
sthunder storm	2	6	3	2	72		Skillname386	Skillsd386	Skillld386	Skillan386	5																36	StrSkill3		usmc	256	75	StrSkill7		enma	exma	36	StrSkillDurationSingular	StrSkill20	len	25																																									40	Sksyn	Skillname386	2		76	Ltngdplev	tstrike1	par8		76	Ltngdplev	twave1	par8		76	Ltngdplev	plasmarain1	par8		76	Ltngdplev	Skillname385	par8														0
sandstorm	3	6	2	3	60		Skillname387	Skillsd387	Skillld387	Skillan387	5																75	StrSkill4		pnma	pxma																										36	StrSkill3		usmc	256																					40	Sksyn	Skillname387	2		76	Damplev	Skillname236	par8		76	Damplev	Skillname231	par8		76	Damplev	Skillname251	par8		76	Damplev	Skillname246	par8														0
iron claws	2	3	2	2	62		Skillname388	Skillsd388	Skillld388	Skillan388	7	clc1											1				7	StrSkill219		ast3		7	StrSkill221		ast4		7	StrSkill218		ast1		74	StrSkill22		toht		74	StrSkillDamagePercent		clc1							36	StrSkill3		usmc	256	18	ModStr3y																			40	Sksyn	Skillname388	2		76	Damplev	Skillname233	par8		76	Damplev	Skillname234	par8		76	Damplev	Skillname240	par8		76	Damplev	Skillname249	par8		76	Damplev	Skillname390	par8									0
cow balloon	1	1	1	1	64		Skillname389	Skillsd389	Skillld389	Skillan389																	36	StrSkill3		usmc	256	36	StrSkillDurationSingular	StrSkill20	len	25	74	StrSkill235		ast1		5	StrSkill236		ast2		5	ESkillBalloons		pets							74	StrSkill155		(100+clc1)*par3/100		18	StrSkill237																			40	Sksyn	Skillname389	2		76	Ltngdplev	Skillname247	par8		76	Ltngdplev	Skillname390	par8																								0
scharged strike	2	6	2	2	66		Skillname390	Skillsd390	Skillld390	Skillan390	17																36	StrSkill3		usmc	256	75	StrSkill7		enma	exma	74	StrSkill72		clc1																																										40	Sksyn	Skillname390	2		76	Ltngdplev	Skillname389	par8*2		76	Ltngdplev	Skillname240	par8		76	Ltngdplev	Skillname388	par8																			0
sbone spear	3	2	1	3	68		Skillname391	Skillsd391	Skillld391	Skillan391	5																36	StrSkill3		usmc	256	75	StrSkill39		enma	exma																										7	StrSkill205		clc1		18	StrSkill286														40	Sksyn	Skillname391	2		76	Magdplev	earthspikes1	par8		76	Magdplev	acidrain1	par8		76	Magdplev	Skillname241	par8		76	Magdplev	Skillname231	par8		76	Magdplev	Skillname246	par8		76	Magdplev	Skillname387	par8				0
shadearmor	2	6	1	2	60		Skillname392	Skillsd392	Skillld392	Skillan392																	36	StrSkill3		usmc	256	36	StrSkillDurationSingular	StrSkill20	len	25	74	StrSkill181		ast2		74	StrSkill21		ast1												18	StrSkill284																								40	Sksyn	Skillname392	2		76	Secplev2	Skillname259	par6/25		76	Secplev2	Skillname260	par6/25		76	Secplev2	Skillname279	par6/25																			0
shuriken	3	6	2	3	62		Skillname393	Skillsd393	Skillld393	Skillan393	7	clc2											1				74	StrSkill22		toht		74	StrSkill86		clc1		74	StrSkillDamagePercent		clc2																	36	StrSkill3		usmc	256																					40	Sksyn	Skillname393	2		76	Damplev	dblade1	par8		76	Damplev	Skillname258	par8		76	Damplev	Skillname278	par8																			0
iaigiri	3	2	2	3	64		Skillname394	Skillsd394	Skillld394	Skillan394	7	clc1											1				36	StrSkill3		usmc	256						74	StrSkill22		toht		74	StrSkillDamagePercent		clc1												74	StrSkill21		ln34		74	StrSkillMagicDamagePercent		clc4		18	StrSkill264				74	WeapDamsk		96*160/128+5							40	Sksyn	Skillname394	2		76	Damplev	dblade1	par8		76	Damplev	Skillname393	par8		76	Damplev	Skillname255	par8		76	Damplev	Skillname281	par8														0
steeth	1	3	2	1	66		Skillname395	Skillsd395	Skillld395	Skillan395	5																36	StrSkill3		usmc	256	75	StrSkill6		enma	exma	74	StrSkill28		clc1																																										40	Sksyn	Skillname395	2		76	Colddplev	coldblast1	par8		76	Colddplev	Skillname396	par8		76	Colddplev	Skillname257	par7		76	Colddplev	lavasentry1	par7		76	Colddplev	Skillname272	par7		76	Colddplev	steamsentry1	par7				0
scold missiles	1	5	2	1	68		Skillname396	Skillsd396	Skillld396	Skillan396	5													cold wave maker			36	StrSkill3		usmc	256	36	StrSkillFreezeLengthSingular	StrSkill62	edln	25	75	StrSkill6		enma	exma																																									40	Sksyn	Skillname396	2		76	Colddplev	coldblast1	par8		76	Colddplev	Skillname395	par8		76	Colddplev	Skillname257	par7		76	Colddplev	lavasentry1	par7		76	Colddplev	Skillname272	par7		76	Colddplev	steamsentry1	par7				0
snowspirit	0	0	0	0	0		snowspirit1	snowspirit2	snowspirit3	snowspirit1																	36	StrSkill3		usmc	256	35	StrSkill244		sklvl('GHoly Fire'.ln56.edmn)	sklvl('GHoly Fire'.ln56.edmx)	74	StrSkill40	StrSkill243	ast2		35	StrSkill32		edmn	edmx	34	StrSkill4				74	StrSkillDefense		160+pst3		5	StrSkill208		100+pst2		13	StrSkill42		clc1																	40	Sksyn	snowspirit1	2		18	StrSkill239				76	AttRateplev	skillname75	skill('Clay Golem'.par8)		76	Hpplev	skillname85	skill('BloodGolem'.par8)		76	Defplev	skillname90	skill('IronGolem'.par8)		76	Firedplev	Skillname375	par3		76	Damplev	StrSkill250	par7				0
cold enchant	0	0	0	0	46		ColdEnchant	ColdEnchantShortDesc	ColdEnchantLongDesc	ColdEnchant																	36	StrSkill3		usmc	256	74	StrSkill22		toht		75	StrSkill6		enma	exma	36	StrSkillDurationSingular	StrSkill20	ln12	25																																				40	Sksyn	ColdEnchant	2		76	Colddplev	shiverarmor1	par8																													0
